id,isotime,latitude,longitude,depth,magnitude,relocated,startRms,finalRms,locChange,depthChange,timeChange,numNeighbours,ph_usedP,ph_usedS,ph_stationDistMin,ph_stationDistMedian,ph_stationDistMax,dd_numTTp,dd_numTTs,dd_numCCp,dd_numCCs,dd_startResidualMedian,dd_startResidualMAD,dd_finalResidualMedian,dd_finalResidualMAD
362223,2022-03-28T07:27:57.399005Z,50.543647613884,29.013613398784,78.2312658267,1.00,true,1.361,2.876,58.093,77.731,-10.601,60,20,20,79.374,80.682,82.375,1080,1053,0,0,-0.0376,0.0515,-0.0018,0.0384
484048,2022-03-28T07:29:19.907451Z,50.569542088138,29.018625361068,77.5196428201,1.00,true,1.049,2.782,54.967,77.020,-10.093,61,14,15,78.536,79.588,80.837,796,857,0,0,-0.0418,0.0423,-0.0347,0.0436
1356848,2022-03-28T07:37:52.551136Z,50.481675713647,29.013602329043,74.5449523438,1.00,true,0.616,2.913,63.763,74.045,-9.449,57,20,21,76.125,78.572,81.378,1021,1047,0,0,-0.2253,0.2293,-0.0462,0.1186
5726962,2022-05-04T17:18:31.812519Z,49.858664938207,27.748672420700,75.7097903785,1.00,true,3.176,0.868,295.850,75.210,0.813,2,21,16,145.893,153.346,160.463,42,22,0,0,-0.4944,1.4974,0.0880,0.2996
8686598,2022-03-28T08:11:29.026154Z,50.841252689639,28.995364358011,62.9466360709,1.00,true,1.590,1.508,51.460,62.447,-2.974,10,20,20,63.438,66.190,72.183,177,179,0,0,-0.1775,0.1640,0.0634,0.1309
10376973,2022-03-28T08:28:13.492548Z,50.536606944818,28.655271677964,54.8999072200,1.00,true,1.112,2.875,65.258,54.400,-9.507,45,13,20,63.738,67.129,71.045,527,791,0,0,-0.1879,0.1280,-0.0072,0.0887
12187277,2022-02-25T00:41:01.275219Z,55.658071620568,-50.600398862217,1558.8670993393,1.00,true,1.622,2.258,5114.687,1558.367,-796.725,31,22,0,4684.801,4696.009,4705.201,609,0,0,0,0.1612,0.0741,-0.0548,0.1371
24960911,2022-03-15T21:24:35.404074Z,51.383454996831,31.629103335210,198.0424104781,1.00,true,1.582,0.473,81.487,197.542,-28.596,2,20,0,268.013,273.344,277.301,40,0,0,0,0.0036,0.5985,0.8788,0.1645
34454771,2022-08-09T14:32:35.274397Z,50.838832188661,28.927677098072,22.8804825494,1.00,true,0.705,1.255,16.807,22.380,-2.726,40,15,18,25.214,34.214,43.873,434,505,0,0,-0.0857,0.1752,0.0108,0.0991
42519302,2022-02-25T03:57:45.821883Z,51.272858780009,28.786334599107,41.8186155084,1.00,true,1.693,1.383,46.888,41.319,-4.178,25,22,19,71.370,82.166,94.911,432,393,0,0,0.0501,0.1318,0.0224,0.0709
47390802,2022-02-25T04:05:45.821263Z,50.094378423042,26.083890959812,204.1597113532,1.00,true,2.327,10.064,356.927,203.660,-34.179,24,24,23,296.765,302.946,307.966,566,426,0,0,-1.7857,14.5751,-0.1078,0.3062
47569698,2022-03-28T12:00:05.046467Z,50.312944491397,29.232544753339,65.0286704323,1.00,true,0.509,2.954,63.395,64.529,-9.954,59,22,22,70.175,77.635,83.887,1173,1141,0,0,-0.0061,0.0700,-0.0100,0.0337
47663123,2022-03-28T12:00:58.637564Z,50.143633660548,29.452127032128,58.1051976506,1.00,true,0.869,2.989,84.120,57.605,-9.362,58,20,21,75.581,86.055,95.485,1068,1027,0,0,-0.3151,0.2644,-0.1474,0.1105
47779523,2022-03-28T12:02:15.638761Z,50.332966488121,28.547394247627,62.6869473111,1.00,true,0.765,3.175,94.876,62.187,-9.361,48,22,21,81.569,85.294,89.851,939,822,0,0,-0.0551,0.1159,0.0233,0.0965
47870573,2022-03-28T12:03:06.529995Z,50.525536706041,29.021005787010,82.6416686987,1.00,true,0.584,2.905,55.510,82.142,-9.470,52,22,22,83.685,85.180,87.177,1008,929,0,0,0.0035,0.0857,0.0326,0.0454
47962473,2022-03-28T12:03:57.526034Z,51.136599290551,29.975233249028,36.2601061328,1.00,true,0.613,3.475,56.761,35.760,-10.474,41,22,22,78.468,84.885,91.910,826,785,0,0,0.0423,0.2031,-0.1911,0.3096
48154848,2022-03-28T12:05:52.152195Z,50.697716778823,28.643606622629,41.2246080806,1.00,true,0.329,2.513,43.992,40.725,-7.848,14,20,12,48.723,55.121,61.741,262,154,0,0,0.1030,0.0758,-0.0264,0.0438
48306252,2022-02-25T04:15:38.762808Z,49.845403859045,29.816666746162,79.3812357500,1.00,true,3.551,1.788,99.532,78.881,1.763,4,24,20,119.378,130.136,140.975,81,70,0,0,0.1690,0.2501,-0.8534,0.3988
48800673,2022-03-28T12:12:46.384308Z,50.329893903420,29.252545662728,3.3611183431,1.00,true,0.664,0.827,5.862,2.861,0.384,5,18,16,25.009,40.391,51.927,71,74,0,0,0.0685,0.2793,-0.1608,0.1636
50476775,2022-07-06T08:00:41.275915Z,50.904143740497,28.960064534280,22.7947987023,1.00,true,1.113,1.221,24.386,22.295,-3.724,50,24,20,27.451,36.946,48.512,1027,783,0,0,0.0776,0.0705,-0.0078,0.0304
50870502,2022-02-25T04:40:57.374885Z,50.356773112426,29.447960701723,86.3826132198,1.00,true,1.602,1.688,61.788,85.883,-3.625,22,24,21,90.631,95.569,102.084,439,326,0,0,0.2120,0.3178,-0.1133,0.1445
54778038,2022-12-30T07:03:35.582312Z,51.429974190302,31.310708196724,13.0414513639,1.00,true,1.977,6.434,258.873,12.541,-20.418,8,24,19,165.924,173.544,181.996,185,64,0,0,-0.2305,0.2645,-0.3852,0.2412
61898348,2022-03-28T13:43:42.40943Z,49.601390022150,28.641295385020,83.7609340332,1.00,true,2.532,1.840,261.398,83.261,-1.591,8,21,20,140.021,150.562,157.053,158,107,0,0,0.0429,0.5064,-0.1199,0.3323
81911652,2022-02-25T07:51:32.331541Z,50.228909200464,28.625516827840,25.4809196090,1.00,true,0.554,2.714,81.805,24.981,-9.668,43,20,10,58.407,67.806,73.950,764,366,0,0,0.2150,0.1422,0.0005,0.0851
86863433,2022-08-22T08:05:44.846698Z,50.878110240065,28.927397405929,21.9911441683,1.00,true,0.537,1.143,19.853,21.491,-3.153,46,12,13,27.242,36.841,46.728,441,464,0,0,0.0259,0.0460,0.0106,0.0188
87777738,2022-12-30T10:33:52.476827Z,50.888570649573,28.905028554098,21.3916126908,1.00,true,0.425,1.220,20.210,20.892,-2.523,74,24,23,26.547,36.969,48.031,1533,1259,0,0,-0.3565,0.2597,-0.0499,0.1053
88719377,2022-02-25T08:19:42.748739Z,50.813380823016,28.749238341634,71.2587281666,1.00,true,1.323,2.191,21.015,70.759,-7.251,44,24,24,73.965,78.337,83.447,935,898,0,0,0.2040,0.2855,-0.0113,0.1482
89178102,2022-02-25T08:24:01.315386Z,50.832231726569,28.803447251356,71.9484915937,1.00,true,1.431,2.165,22.471,71.448,-7.685,50,22,22,74.043,78.236,83.272,990,970,0,0,0.2656,0.1491,-0.0563,0.0885
89490102,2022-02-25T08:27:13.408296Z,50.817156294261,28.796241633445,72.6765644659,1.00,true,0.540,2.128,24.073,72.177,-6.592,40,24,24,74.649,78.660,83.470,839,803,0,0,0.1293,0.0886,-0.0070,0.0478
90096702,2022-02-25T08:33:20.119323Z,50.802551005003,28.752762322478,71.4933482988,1.00,true,0.928,2.120,22.707,70.993,-6.881,44,24,24,74.015,78.207,83.233,934,895,0,0,0.0460,0.2237,-0.0412,0.0986
91248149,2022-05-17T14:20:58.215622Z,43.407392730710,23.028813469596,181.6009633979,1.00,true,3.769,70.762,1011.773,181.101,-116.784,40,22,24,926.275,935.810,942.824,848,921,0,0,0.3453,0.2802,3.8063,1.1426
91280977,2022-02-25T08:45:09.431119Z,50.973359283825,28.830046452871,61.0922159547,1.00,true,1.216,1.202,60.357,60.592,-1.569,9,22,14,66.529,73.472,81.281,150,97,0,0,0.0987,0.2991,-0.0265,0.1362
96613016,2022-04-01T18:35:01.815909Z,51.055649082824,28.417960636815,37.0396475123,1.00,true,1.061,0.850,55.549,36.540,-0.184,11,21,21,65.059,76.583,86.849,198,189,0,0,-0.0359,0.1511,-0.0037,0.0752
99001673,2022-03-28T17:14:36.047512Z,50.610445633934,30.537490542197,3.9808024051,1.00,true,0.765,3.976,61.738,3.481,-10.952,63,20,17,88.466,97.222,108.674,1145,908,0,0,0.0143,0.1060,0.1686,0.0622
100570048,2022-03-28T17:30:04.215718Z,50.655090257159,30.458823112081,3.3854162460,1.00,true,0.557,3.522,57.880,2.885,-10.784,47,21,22,82.979,91.246,102.535,892,920,0,0,0.1721,0.1036,-0.1259,0.1066
100606873,2022-03-28T17:30:42.203999Z,50.370337619867,28.875120838859,60.3388122875,1.00,true,0.367,3.206,68.406,59.839,-9.796,58,22,22,67.656,72.339,76.380,1043,1058,0,0,-0.2020,0.2786,0.4747,0.3498
100708973,2022-03-28T17:31:44.393232Z,50.473925621848,29.730786356067,61.1076524764,1.00,true,0.993,2.909,39.328,60.608,-10.607,68,22,22,70.447,76.173,84.814,1347,1294,0,0,0.3190,0.2646,0.0645,0.1842
100887073,2022-03-28T17:33:23.163807Z,50.392732448665,29.188392430523,58.1331748647,1.00,true,0.948,2.664,50.375,57.633,-9.836,48,22,22,60.716,67.025,72.725,918,896,0,0,0.0879,0.0565,-0.0094,0.0343
100988173,2022-03-28T17:34:23.42396Z,50.447007325846,29.127229316565,67.7396324654,1.00,true,0.960,2.838,46.976,67.240,-10.576,54,21,17,68.918,72.965,77.148,1035,765,0,0,-0.0371,0.0672,-0.0344,0.0749
101108798,2022-03-28T17:35:43.832772Z,50.385973838716,29.352619856950,69.8987769318,1.00,true,0.469,2.947,52.732,69.399,-10.167,66,22,22,72.983,78.600,85.006,1316,1261,0,0,-0.0509,0.0816,-0.0157,0.0387
101155278,2022-04-14T07:29:38.991929Z,50.519139581063,29.398698905006,70.2515696813,1.00,true,1.389,2.247,22.138,69.752,-8.008,53,24,23,71.499,74.548,79.815,1063,964,0,0,-0.0613,0.0831,0.0362,0.0507
101198548,2022-03-28T17:36:33.908472Z,50.331230096028,29.329036991389,63.9625972501,1.00,true,0.634,2.979,58.328,63.463,-10.092,59,22,22,68.978,76.039,83.213,1119,1091,0,0,0.1065,0.0615,-0.0233,0.0350
105927063,2022-12-30T12:13:07.562513Z,47.021634206188,33.351723479623,429.5143786421,1.00,true,2.935,30.944,678.116,429.014,-116.437,43,24,24,643.672,652.669,663.120,1023,987,0,0,-0.1894,0.4416,2.1838,0.2550
108765573,2022-03-28T18:12:00.883397Z,50.015801131497,29.172424055356,43.9524261897,1.00,true,0.855,3.281,103.919,43.452,-10.117,47,18,16,73.826,86.832,95.501,776,672,0,0,-0.0532,0.1109,0.0627,0.0629
110193123,2022-03-28T18:25:29.469194Z,49.264432613778,30.946071375166,190.4216415961,1.00,true,0.893,2.932,197.878,189.922,-69.531,64,0,18,266.835,276.202,285.726,0,1018,0,0,0.2733,0.2321,-0.0695,0.2306
110257878,2022-04-14T08:18:46.151599Z,44.324555117109,26.981641654413,141.1412383890,1.00,true,2.270,36.180,856.604,140.641,-122.848,87,24,22,718.242,730.451,739.277,2071,1841,0,0,-0.1092,0.2540,2.3917,0.6151
110478082,2022-03-11T00:30:51.788351Z,49.347741588434,29.803576634635,81.6809964275,1.00,true,1.937,1.452,153.537,81.181,-2.212,6,20,20,161.709,175.897,185.750,117,118,0,0,0.4917,0.3017,-0.0994,0.1601
110573657,2022-03-11T00:31:50.12655Z,49.613829830366,29.651177912220,118.1223594670,1.00,true,3.020,1.297,161.527,117.622,0.127,2,19,17,160.008,170.911,179.448,38,34,0,0,-0.3184,0.2930,-0.0692,0.4175
113434653,2022-04-14T08:52:25.943943Z,50.471558567714,28.434352919895,2.0685795617,1.00,true,1.046,0.571,2.950,1.569,-0.056,4,24,24,47.000,55.402,62.398,88,87,0,0,0.4485,0.2355,-0.0835,0.1459
117575027,2022-02-25T11:08:05.63829Z,51.117318150863,28.524493291037,34.5211429888,1.00,true,0.791,0.704,23.284,34.021,0.638,4,23,23,62.672,74.730,86.066,79,77,0,0,-17.6553,5.9113,0.0108,0.0898
118376602,2022-02-25T11:15:58.791347Z,50.441823688613,29.249153022373,83.0897133080,1.00,true,1.018,2.443,73.170,82.590,-8.209,24,24,24,84.015,87.490,92.093,496,502,0,0,0.0475,0.1422,0.0120,0.0884
118475052,2022-02-25T11:17:03.395765Z,49.554581986136,28.738912680184,85.3008333712,1.00,true,2.573,1.907,257.254,84.801,-2.604,9,23,9,143.076,152.894,161.082,180,62,0,0,-0.0557,0.2539,-0.0201,0.1869
120211378,2022-04-14T09:19:58.786626Z,50.419665267121,29.234763338854,92.3322968433,1.00,true,1.507,1.977,80.477,91.832,-4.213,51,16,10,93.483,97.425,101.285,725,362,0,0,-0.0778,0.1470,-0.0451,0.1026
128141132,2022-03-11T02:07:15.936699Z,50.365399356526,31.080386306085,118.1832719883,1.00,true,3.012,1.623,129.782,117.683,-1.063,12,13,15,176.650,182.965,191.560,154,160,0,0,-0.0540,0.2117,-0.1718,0.1934
130372232,2022-03-11T02:29:38.813407Z,50.328139068119,28.810685381334,52.7253084850,1.00,true,1.280,2.930,67.976,52.225,-10.187,43,21,21,64.485,70.118,74.725,856,810,0,0,0.2110,0.1292,-0.0444,0.0564
130842557,2022-03-11T02:34:06.893165Z,50.287741526013,27.883343236715,7.9981721586,1.00,true,0.969,4.116,142.681,7.498,-12.107,41,21,17,93.559,99.346,106.702,784,609,0,0,0.1476,0.1649,0.1467,0.1682
138543961,2022-05-30T07:44:49.629468Z,50.911434486841,28.905805559859,18.9844828217,1.00,true,1.225,1.251,22.071,18.484,-3.371,41,23,11,26.004,37.475,49.040,850,389,0,0,-0.5112,0.2424,0.0536,0.1094
142594973,2022-03-28T21:50:39.54448Z,50.525705806753,28.984038287382,2.2251116543,1.00,true,0.816,0.628,5.492,1.725,-0.456,11,9,21,16.705,22.688,28.256,63,202,0,0,-0.2785,0.2022,0.0624,0.0851
147503977,2022-02-25T14:07:35.332373Z,50.548572038885,28.734308061863,26.5138560199,1.00,true,0.925,0.768,15.930,26.014,1.332,5,18,22,35.812,42.546,47.628,85,103,0,0,-21.4162,7.4785,0.0558,0.2093
148494352,2022-02-25T14:17:14.618484Z,50.474932777674,29.028763861071,69.3248423091,1.00,true,1.042,2.809,50.789,68.825,-10.382,49,24,24,70.913,73.406,76.930,1032,971,0,0,-0.1073,0.0891,0.0182,0.0416
151607948,2022-03-28T22:40:43.562847Z,50.200223410459,28.446427784186,8.6880708362,1.00,true,1.000,3.008,98.194,8.188,-10.437,40,22,19,66.913,73.831,80.622,727,646,0,0,-120.6707,3.9628,-0.3246,0.1014
151637057,2022-03-11T04:42:02.548403Z,50.404089401049,29.282924519932,69.2657673523,1.00,true,0.646,2.859,50.678,68.766,-10.452,53,20,21,71.352,76.775,82.337,967,979,0,0,0.0040,0.0692,0.0054,0.0462
154203561,2022-05-30T09:01:02.725777Z,50.208822706117,29.007523476654,76.7722429433,1.00,true,1.610,2.572,105.883,76.272,-9.274,27,23,22,86.685,93.252,99.172,538,503,0,0,20.4728,6.3272,0.0145,0.1855
157491302,2022-02-25T15:07:14.106477Z,50.309267387964,29.266754997567,75.1449897082,1.00,true,1.328,2.383,83.944,74.645,-7.894,30,24,23,79.864,86.044,92.534,622,579,0,0,-0.0406,0.1059,0.0210,0.0617
158825565,2022-04-27T01:55:17.895956Z,50.572997729079,29.111312508586,38.9721046130,1.00,true,0.764,0.385,28.423,38.472,-1.104,14,23,24,39.384,41.091,45.288,267,262,0,0,37.8376,22.1711,0.0233,0.0783
160326878,2022-04-14T13:20:52.070674Z,51.491683341845,31.553521272348,62.9765233298,1.00,true,0.806,1.585,164.852,62.477,-25.929,58,10,0,197.231,203.354,208.515,429,0,0,0,-2.0757,0.5376,0.1883,0.1173
161089673,2022-03-28T23:35:34.20895Z,50.998274065333,28.572215551758,32.8771808258,1.00,true,1.400,1.015,50.617,32.377,-0.791,11,14,16,52.596,63.702,73.347,142,161,0,0,0.0094,0.3094,0.0348,0.1198
162293248,2022-03-28T23:47:27.514787Z,50.608509291409,30.554071486704,4.4681460361,1.00,true,1.123,3.571,62.436,3.968,-11.485,68,19,14,89.657,98.133,109.877,1183,820,0,0,0.0999,0.0633,0.0975,0.0458
163767328,2022-04-14T13:54:00.438481Z,50.980038678116,39.036357449009,36.8162251382,1.00,true,3.103,33.195,778.202,36.316,-118.562,87,24,19,685.080,693.061,702.727,2071,1594,0,0,0.2752,0.4523,-0.1951,0.3341
169505102,2022-02-25T16:27:28.357714Z,50.250111222592,29.391667579467,73.9075097455,1.00,true,0.767,2.243,86.797,73.408,-6.642,27,24,23,82.102,89.495,97.221,573,530,0,0,-0.2808,0.1248,-0.0041,0.1003
170723403,2022-04-14T14:23:14.823502Z,54.224228289867,37.372836824289,18.5543207008,1.00,true,2.737,31.930,677.750,18.054,-120.176,87,23,22,673.934,681.177,690.640,1986,1832,0,0,87.9645,0.0883,-1.3474,0.6950
172231157,2022-03-11T06:48:01.407861Z,50.270108624755,28.816316988153,55.2470569694,1.00,true,1.542,2.563,72.631,54.747,-6.592,61,16,13,69.044,75.681,80.607,872,724,0,0,0.0216,0.0640,-0.0314,0.0327
172331182,2022-03-11T06:49:00.424343Z,50.489206446933,29.277186702847,76.9412190066,1.00,true,1.580,2.558,37.451,76.441,-7.576,62,17,14,77.410,80.516,84.011,923,791,0,0,0.0295,0.1037,-0.0326,0.0521
173641778,2022-04-14T14:52:38.042295Z,51.186632305994,39.530892735131,126.7176854181,1.00,true,3.266,32.716,532.875,126.218,-114.958,40,24,24,724.749,732.365,741.575,918,921,0,0,0.0853,0.1687,1.2581,0.7223
178826132,2022-03-11T07:13:53.774264Z,50.388631520517,28.925396081479,56.8151522532,1.00,true,0.779,2.835,67.265,56.315,-8.226,49,17,20,62.740,67.832,71.684,721,851,0,0,0.0570,0.0721,-0.0034,0.0376
179031257,2022-03-11T07:15:58.700561Z,50.610131096344,29.094015855240,68.4923745908,1.00,true,0.797,2.732,41.789,67.992,-8.299,51,17,16,68.726,69.627,71.012,739,714,0,0,-0.2821,0.0843,-0.0172,0.0503
183377079,2022-06-03T13:37:26.794897Z,50.893481988590,28.916397744571,20.8360113152,1.00,true,0.866,1.203,20.616,20.336,-3.205,72,22,21,26.086,36.547,47.874,1245,1125,0,0,0.1445,0.2101,-0.0166,0.0967
190948282,2022-03-11T08:35:15.339803Z,50.361389301318,28.984307807456,54.4946901833,1.00,true,0.804,2.882,63.972,53.995,-9.660,43,8,15,60.413,67.596,71.396,322,572,0,0,-0.0846,0.0730,-0.0105,0.0539
192767882,2022-03-11T08:53:42.039972Z,51.141736846111,31.266693316422,62.7325598978,1.00,true,2.203,1.198,62.283,62.233,-1.960,7,21,21,162.424,169.053,175.551,141,134,0,0,0.0223,0.2924,-0.3499,0.3294
200423788,2022-09-08T09:32:56.697916Z,45.519627669099,29.433824203817,368.0964484672,1.00,true,2.286,31.819,729.601,367.596,-117.302,87,24,24,656.438,668.404,677.131,2071,2000,0,0,-0.0571,0.0875,-0.4577,0.2012
205889062,2022-07-19T12:02:02.130114Z,43.407155548903,25.976567579296,38.6615747582,1.00,true,2.934,49.589,872.710,38.162,-115.870,40,22,22,829.384,842.026,850.004,847,850,0,0,0.7126,0.4637,-3.3828,1.2168
209052342,2022-11-27T14:54:05.186665Z,50.564829767335,28.583709126209,38.4350411859,1.00,true,0.724,2.629,58.411,37.935,-8.813,42,18,8,51.305,56.968,62.783,618,235,0,0,-0.1193,0.0876,0.0196,0.0410
210188377,2022-02-25T20:34:07.915887Z,50.310124621957,29.326065711731,66.4929449225,1.00,true,1.057,2.934,60.357,65.993,-11.084,70,24,24,72.132,79.078,86.490,1447,1387,0,0,0.0360,0.0619,-0.0085,0.0267
210372307,2022-03-11T10:29:43.72632Z,50.155826169230,29.246581616400,62.5241210464,1.00,true,1.533,1.968,55.991,62.024,-5.274,32,20,19,76.336,86.428,93.979,576,521,0,0,0.1235,0.1589,-0.0177,0.1059
212227238,2022-09-08T10:50:56.545219Z,44.518082232312,26.154505852602,152.8816870964,1.00,true,2.726,36.697,842.323,152.382,-121.455,87,24,24,716.631,728.064,736.293,2071,2000,0,0,0.3324,0.3467,-1.5318,0.2736
212551282,2022-03-11T10:51:15.57114Z,50.012829066529,28.417196913500,4.1396698604,1.00,true,1.137,3.981,130.156,3.640,-12.429,60,21,21,81.966,91.188,97.777,1099,1093,0,0,0.0177,0.0782,0.0796,0.1212
215317690,2022-04-27T07:20:08.138954Z,50.864354304966,28.974518672490,22.8769007393,1.00,true,0.707,1.088,20.074,22.377,-2.861,46,14,16,25.318,34.034,44.682,500,540,0,0,0.0416,0.0600,0.0020,0.0330
218336311,2022-05-30T15:42:42.034842Z,50.904698363062,28.969105133084,19.8369199882,1.00,true,0.830,1.109,24.758,19.337,-2.965,50,13,10,24.949,34.519,47.027,594,424,0,0,0.1346,0.0894,0.0198,0.0502
220123507,2022-03-11T11:26:49.865999Z,50.366003996751,29.242360241720,63.1538163759,1.00,true,0.924,2.934,54.831,62.654,-10.134,55,21,19,66.432,73.250,79.049,1036,901,0,0,0.0177,0.0670,-0.0064,0.0330
230640332,2022-03-11T12:32:06.483322Z,50.307458120433,29.212866067870,61.4152770376,1.00,true,1.016,2.893,61.154,60.915,-10.517,56,20,21,67.058,75.086,81.297,1009,977,0,0,0.1961,0.1555,-0.0267,0.0652
230697391,2022-06-16T06:59:48.291719Z,50.938022860862,28.745014765588,62.7196876723,1.00,true,1.215,1.285,24.790,62.220,-3.708,18,24,24,68.437,75.325,82.492,427,426,0,0,0.0696,0.0584,0.0079,0.0448
234250015,2022-04-27T09:09:33.423766Z,50.285248526610,29.628120466653,66.3948105169,1.00,true,0.840,3.017,65.983,65.895,-9.576,50,21,14,78.501,85.682,95.178,867,559,0,0,-0.0428,0.0933,0.0289,0.0583
236845119,2022-03-24T01:43:14.350586Z,50.459653894199,28.669377715111,46.7856207111,1.00,true,0.425,2.796,67.131,46.286,-8.649,52,19,14,59.650,63.291,67.605,924,649,0,0,0.0577,0.0726,-0.0231,0.0332
238239019,2022-03-24T01:57:08.072915Z,50.441274137365,28.823967817576,53.8565856341,1.00,true,0.386,2.783,63.309,53.357,-8.927,56,21,20,61.363,64.712,68.399,1051,984,0,0,-0.0773,0.1330,0.0179,0.0576
243149294,2022-03-24T02:06:18.462516Z,50.506717545810,28.784217232782,53.2245049596,1.00,true,0.363,2.694,58.408,52.725,-8.537,48,21,21,59.931,62.617,66.097,900,853,0,0,0.0607,0.0851,-0.0097,0.0640
245147465,2022-04-27T10:18:40.482861Z,50.481291807093,29.219478441174,13.9048483989,1.00,true,0.750,0.526,6.923,13.405,-0.517,5,20,18,15.935,26.296,37.740,85,61,0,0,0.0105,0.5033,0.0633,0.1967
248981157,2022-03-11T14:15:48.423169Z,50.280641213633,29.102088313513,55.6219715635,1.00,true,0.677,3.031,73.079,55.122,-8.577,44,10,14,65.432,72.185,78.257,410,542,0,0,-0.1042,0.0491,-0.0484,0.0527
249843628,2022-04-14T22:16:32.645572Z,49.631093536864,27.786351947254,27.4346038532,1.00,true,2.329,2.386,252.595,26.935,-2.354,11,21,18,144.347,153.660,160.995,197,157,0,0,0.3371,0.6645,1.1376,0.5293
250367682,2022-03-11T14:29:33.86963Z,50.302693322669,29.160030156806,59.2566751389,1.00,true,1.248,3.086,66.847,58.757,-10.130,57,17,12,65.380,73.407,79.556,856,599,0,0,-0.0181,0.0531,-0.0412,0.0235
250864307,2022-03-11T14:34:30.473511Z,50.137764795584,28.995153909564,43.1416123079,1.00,true,0.898,3.300,87.596,42.642,-10.526,52,15,15,64.608,75.886,82.951,697,693,0,0,0.0425,0.0632,-0.0192,0.0572
250865903,2022-04-14T22:26:53.911645Z,50.092661750750,27.736293711381,50.4861293371,1.00,true,2.150,1.703,224.460,49.986,-3.088,3,17,14,120.940,129.251,135.887,41,37,0,0,-0.0580,0.3039,-0.0189,0.1296
253238969,2022-03-24T03:07:08.269398Z,50.399653145460,28.626983215682,38.2807304284,1.00,true,0.759,2.963,74.982,37.781,-8.731,54,19,19,58.192,61.788,67.311,945,887,0,0,-0.0008,0.0782,-0.0240,0.0441
257090266,2022-06-16T09:23:41.795213Z,50.938824544444,28.901028909942,14.6253691747,1.00,true,0.710,1.203,24.387,14.125,-3.205,43,24,17,25.237,37.586,50.267,886,591,0,0,-0.1676,0.1475,0.0026,0.0677
258028032,2022-03-11T15:05:53.375346Z,50.251407554365,29.300005598247,61.9729979661,1.00,true,0.496,2.843,65.844,61.473,-10.625,58,19,14,70.590,79.847,86.863,1029,722,0,0,0.0744,0.0709,0.0105,0.0361
258481932,2022-03-11T15:10:48.029199Z,50.344892737755,29.379134981873,64.7235084597,1.00,true,0.617,3.037,55.470,64.224,-9.971,69,14,11,69.707,76.532,81.496,941,698,0,0,0.0382,0.0527,-0.0095,0.0248
260736257,2022-03-11T15:33:01.410123Z,50.392169173433,29.379844517442,71.8620173436,1.00,true,0.489,3.020,51.418,71.362,-10.590,62,18,18,74.992,80.491,86.786,1064,1018,0,0,0.0154,0.0333,-0.0052,0.0168
262679082,2022-03-11T15:52:51.752074Z,49.013873618152,28.435885325667,25.7691743762,1.00,true,3.772,2.634,349.258,25.269,-4.248,14,15,19,181.052,195.180,201.977,202,228,0,0,16.0236,2.5191,-0.0979,0.1265
263184521,2022-10-24T12:01:06.105606Z,49.036279156974,41.294722172608,105.7060134376,1.00,true,1.385,2.268,838.213,105.206,-145.894,23,23,0,877.298,886.616,897.945,448,0,0,0,-0.3224,0.1890,-0.1483,0.1276
264730419,2022-03-24T04:21:58.606245Z,50.322311792255,28.684927557434,55.5634801160,1.00,true,0.881,3.278,85.711,55.063,-10.394,47,17,14,71.193,76.139,80.715,700,584,0,0,0.0061,0.2105,0.0316,0.1718
269627742,2022-08-05T08:34:42.040731Z,50.498283578611,29.012331637834,21.3957487691,1.00,true,0.574,0.536,6.989,20.896,-0.959,16,16,12,25.125,31.077,37.620,181,155,0,0,0.1272,0.1201,0.0271,0.0620
274556919,2022-03-24T05:20:26.853188Z,50.558948664619,28.871945199524,54.8716802428,1.00,true,0.496,2.756,49.213,54.372,-8.147,52,17,14,58.101,59.997,62.907,823,646,0,0,0.0749,0.0894,-0.0138,0.0559
277669232,2022-03-11T17:02:35.617178Z,50.286014469309,29.108267060695,57.6224437027,1.00,true,0.633,2.937,68.866,57.122,-9.383,51,21,21,64.998,73.295,79.301,907,890,0,0,0.1343,0.1258,-0.0180,0.0493
278460169,2022-03-24T05:59:28.325835Z,50.356067298236,29.290485350834,64.9872552315,1.00,true,0.416,2.939,56.441,64.487,-9.674,53,21,21,68.729,75.517,81.797,1007,984,0,0,0.1099,0.1244,0.0089,0.0793
279535107,2022-03-11T17:21:09.770345Z,50.938973582219,29.208207284510,62.5160828226,1.00,true,1.744,1.420,41.063,62.016,-1.230,10,21,17,65.750,68.355,75.856,182,137,0,0,-0.1224,0.4867,0.0080,0.2347
280688961,2022-02-08T09:40:40.207594Z,50.522362449016,30.943226116401,24.5956255404,1.00,true,1.385,3.185,194.104,24.096,-9.792,5,24,17,119.915,129.272,140.439,109,63,0,0,-0.1095,0.2064,-0.3190,0.3344
281279557,2022-03-11T17:38:46.745287Z,50.570394355400,29.256868255485,72.1358683578,1.00,true,0.938,2.706,29.376,71.636,-9.255,40,20,19,72.263,73.737,77.131,764,689,0,0,0.0275,0.0829,-0.0167,0.0441
282148882,2022-03-11T17:47:15.344289Z,50.506959903602,29.046236641104,71.8008977540,1.00,true,0.720,2.839,57.191,71.301,-9.656,50,21,21,72.817,74.953,77.737,920,884,0,0,-0.0328,0.0819,-0.0153,0.0340
