id,isotime,latitude,longitude,depth,magnitude
20220228001217250,2022-02-28 00:12:17.325,51.35251,28.698062,0.0,1.0
20220228051502250,2022-02-28 05:15:02.225,50.405588,29.627601,0.0,1.0
20220228052732875,2022-02-28 05:27:32.675,50.811258,30.034546,0.0,1.0
20220228055901100,2022-02-28 05:59:01.000,50.458376,29.41577,0.0,1.0
20220228062821150,2022-02-28 06:28:21.425,50.883154,30.014473,0.0,1.0
20220228063737250,2022-02-28 06:37:37.275,51.186854,29.461444,0.0,1.0
20220228064554750,2022-02-28 06:45:54.725,50.964012,29.977225,0.0,1.0
20220228092900450,2022-02-28 09:29:00.725,50.458465,29.429852,0.0,1.0
20220228131937075,2022-02-28 13:19:37.050,51.044307,29.734504,0.0,1.0
20220228135624000,2022-02-28 13:56:24.200,51.080213,29.719912,0.0,1.0
20220228143409925,2022-02-28 14:34:10.075,50.998768,29.592447,0.0,1.0
20220228153834350,2022-02-28 15:38:34.325,50.775111,30.389084,0.0,1.0
20220228162802675,2022-02-28 16:28:02.725,50.412761,29.317993,0.0,1.0
20220228162940575,2022-02-28 16:29:40.625,50.603693,29.512383,0.0,1.0
20220228163044800,2022-02-28 16:30:45.025,50.439729,29.317517,0.0,1.0
20220228163217450,2022-02-28 16:32:17.400,50.601825,29.499695,0.0,1.0
20220228163648625,2022-02-28 16:36:48.625,50.575903,29.526879,0.0,1.0
20220228163742825,2022-02-28 16:37:42.950,50.435335,29.331671,0.0,1.0
20220228163919300,2022-02-28 16:39:19.350,50.421648,29.303764,0.0,1.0
20220228164019075,2022-02-28 16:40:19.150,50.602636,29.484145,0.0,1.0
20220228164257375,2022-02-28 16:42:57.375,50.582986,29.507016,0.0,1.0
20220228165339100,2022-02-28 16:53:39.275,50.324403,30.729443,0.0,1.0
20220228184049225,2022-02-28 18:40:49.200,50.837216,29.651165,0.0,1.0
20220228211048250,2022-02-28 21:10:48.300,50.397053,29.740211,0.0,1.0
20220228211150100,2022-02-28 21:11:50.125,50.406092,29.7542,0.0,1.0
20220301020119550,2022-03-01 02:01:19.525,50.774228,29.637659,0.0,1.0
20220301020311000,2022-03-01 02:03:11.175,50.792011,29.594914,0.0,1.0
20220301045128950,2022-03-01 04:51:28.950,50.409348,31.366404,0.0,1.0
20220301052231400,2022-03-01 05:22:31.300,50.218956,31.507246,0.0,1.0
20220301073758400,2022-03-01 07:37:58.050,50.810122,29.623077,0.0,1.0
20220301074012550,2022-03-01 07:40:12.475,50.810186,29.637265,0.0,1.0
20220301075346625,2022-03-01 07:53:46.825,50.363689,31.43129,0.0,1.0
20220301081614650,2022-03-01 08:16:14.625,50.647819,29.525923,0.0,1.0
20220301085636450,2022-03-01 08:56:36.500,50.388112,29.754351,0.0,1.0
20220301100305350,2022-03-01 10:03:05.375,50.518255,29.034092,0.0,1.0
20220301103634875,2022-03-01 10:36:34.875,50.631392,29.978451,0.0,1.0
20220301112916225,2022-03-01 11:29:16.250,50.379577,29.923131,0.0,1.0
20220301113420500,2022-03-01 11:34:20.425,50.568365,29.922219,0.0,1.0
20220301113739275,2022-03-01 11:37:39.300,50.595351,29.930562,0.0,1.0
20220301120645100,2022-03-01 12:06:45.000,50.406139,29.768266,0.0,1.0
20220301131734000,2022-03-01 13:17:34.000,50.801196,29.637364,0.0,1.0
20220301133016075,2022-03-01 13:30:16.025,50.622332,29.936089,0.0,1.0
20220301133503925,2022-03-01 13:35:03.950,50.406139,29.768266,0.0,1.0
20220301133821025,2022-03-01 13:38:21.000,50.631329,29.940288,0.0,1.0
20220301135546000,2022-03-01 13:55:46.000,50.631321,29.936048,0.0,1.0
20220301135943300,2022-03-01 13:59:43.150,50.143941,28.55321,0.0,1.0
20220301140044625,2022-03-01 14:00:44.650,50.100862,28.694454,0.0,1.0
20220301141835875,2022-03-01 14:18:35.900,50.801133,29.623178,0.0,1.0
20220301142200850,2022-03-01 14:22:01.050,50.15447,29.784287,0.0,1.0
20220301144758275,2022-03-01 14:47:57.925,50.370032,29.72639,0.0,1.0
20220301150318875,2022-03-01 15:03:18.950,50.406229,29.7964,0.0,1.0
20220301151201175,2022-03-01 15:12:01.075,51.378829,32.139045,0.0,1.0
20220301153201700,2022-03-01 15:32:01.700,50.702563,29.699316,0.0,1.0
20220301153936325,2022-03-01 15:39:36.450,50.370311,29.810726,0.0,1.0
20220301161249875,2022-03-01 16:12:49.775,50.208611,29.85391,0.0,1.0
20220301172432900,2022-03-01 17:24:33.075,50.396949,29.712083,0.0,1.0
20220301182740975,2022-03-01 18:27:40.950,50.640336,29.950144,0.0,1.0
20220301182939000,2022-03-01 18:29:39.225,50.622357,29.95022,0.0,1.0
20220301183044750,2022-03-01 18:30:44.750,50.631347,29.950182,0.0,1.0
20220301191018500,2022-03-01 19:10:18.475,50.405588,29.627601,0.0,1.0
20220301191049825,2022-03-01 19:10:49.725,51.152421,30.491083,0.0,1.0
20220301191617675,2022-03-01 19:16:17.650,50.424164,29.782193,0.0,1.0
20220301195957750,2022-03-01 19:59:57.450,50.016516,31.068913,0.0,1.0
20220301202439475,2022-03-01 20:24:39.550,50.442416,29.880595,0.0,1.0
20220301202943625,2022-03-01 20:29:43.750,50.243384,28.591916,0.0,1.0
20220301203143300,2022-03-01 20:31:43.250,50.269769,28.548957,0.0,1.0
20220301203317325,2022-03-01 20:33:17.550,50.29712,28.576105,0.0,1.0
20220301204454525,2022-03-01 20:44:54.675,50.422762,29.472615,0.0,1.0
20220301214209300,2022-03-01 21:42:09.325,51.034206,29.49222,0.0,1.0
20220301221631450,2022-03-01 22:16:31.475,50.82717,29.615787,0.0,1.0
20220301233141875,2022-03-01 23:31:42.050,50.415218,29.796332,0.0,1.0
20220302003237125,2022-03-02 00:32:37.100,50.953222,29.479132,0.0,1.0
20220302011340350,2022-03-02 01:13:40.150,50.84638,29.693667,0.0,1.0
20220302022817850,2022-03-02 02:28:17.925,50.387671,29.641861,0.0,1.0
20220302053405050,2022-03-02 05:34:04.850,50.604393,30.340184,0.0,1.0
20220302054702125,2022-03-02 05:47:02.100,50.62238,29.964352,0.0,1.0
20220302054734800,2022-03-02 05:47:34.750,50.62238,29.964352,0.0,1.0
20220302055124575,2022-03-02 05:51:24.600,50.631235,29.893645,0.0,1.0
20220302073040250,2022-03-02 07:30:40.200,50.746853,29.552941,0.0,1.0
20220302073910750,2022-03-02 07:39:10.625,50.568306,29.893988,0.0,1.0
20220302074208825,2022-03-02 07:42:08.700,50.576385,29.888297,0.0,1.0
20220302075518225,2022-03-02 07:55:18.275,50.595267,29.889604,0.0,1.0
20220302075921875,2022-03-02 07:59:21.900,50.586316,29.908011,0.0,1.0
20220302080151225,2022-03-02 08:01:50.975,50.577296,29.893939,0.0,1.0
20220302081707575,2022-03-02 08:17:07.550,50.585251,29.59736,0.0,1.0
20220302091925350,2022-03-02 09:19:25.300,51.034363,29.520733,0.0,1.0
20220302093951950,2022-03-02 09:39:51.900,51.277747,29.660745,0.0,1.0
20220302104118400,2022-03-02 10:41:18.400,50.505192,29.82103,0.0,1.0
20220302110733375,2022-03-02 11:07:33.375,50.747196,29.623786,0.0,1.0
20220302110831850,2022-03-02 11:08:31.800,51.018001,28.694254,0.0,1.0
20220302110901925,2022-03-02 11:09:02.075,50.781905,29.396507,0.0,1.0
20220302112557225,2022-03-02 11:25:57.200,50.51392,29.739192,0.0,1.0
20220302112647850,2022-03-02 11:26:47.675,50.962599,29.550174,0.0,1.0
20220302113306350,2022-03-02 11:33:06.325,51.416495,31.34841,0.0,1.0
20220302113929375,2022-03-02 11:39:29.250,51.052089,28.550531,0.0,1.0
20220302120139550,2022-03-02 12:01:39.600,51.01646,29.535227,0.0,1.0
20220302132822825,2022-03-02 13:28:22.700,50.379293,29.807849,0.0,1.0
20220302135558550,2022-03-02 13:55:58.375,50.631235,29.893645,0.0,1.0
20220302140434625,2022-03-02 14:04:34.325,50.873739,29.807064,0.0,1.0
20220302142303125,2022-03-02 14:23:02.875,51.785976,29.046635,0.0,1.0
20220302143214675,2022-03-02 14:32:14.375,50.334712,29.971102,0.0,1.0
20220302143400300,2022-03-02 14:34:00.100,50.496418,29.908474,0.0,1.0
20220302172959000,2022-03-02 17:29:59.000,50.881308,29.480166,0.0,1.0
20220302202954525,2022-03-02 20:29:54.350,51.193983,31.887824,0.0,1.0
20220302233933425,2022-03-02 23:39:33.425,50.329389,31.271641,0.0,1.0
20220302234130425,2022-03-02 23:41:30.350,50.774164,29.623482,0.0,1.0
20220302234343775,2022-03-02 23:43:43.825,50.302368,31.276614,0.0,1.0
20220302234432125,2022-03-02 23:44:32.100,50.436979,31.302359,0.0,1.0
20220303022238925,2022-03-03 02:22:38.925,50.775029,30.425946,0.0,1.0
20220303070225025,2022-03-03 07:02:25.125,51.284787,30.985173,0.0,1.0
20220303090802400,2022-03-03 09:08:02.375,51.133536,29.576539,0.0,1.0
20220303094656925,2022-03-03 09:46:56.925,50.361808,30.20429,0.0,1.0
20220303100956275,2022-03-03 10:09:56.475,51.038975,31.341527,0.0,1.0
20220303104123625,2022-03-03 10:41:23.650,50.899368,29.494123,0.0,1.0
20220303105520825,2022-03-03 10:55:20.625,50.872236,29.466088,0.0,1.0
20220303110338375,2022-03-03 11:03:38.325,50.701819,31.719465,0.0,1.0
20220303113120700,2022-03-03 11:31:20.650,50.917183,29.465429,0.0,1.0
20220303115157925,2022-03-03 11:51:58.550,51.098341,29.762574,0.0,1.0
20220303120141325,2022-03-03 12:01:41.200,50.568306,29.893988,0.0,1.0
20220303120225025,2022-03-03 12:02:24.775,50.586254,29.879769,0.0,1.0
20220303120537150,2022-03-03 12:05:37.100,50.586345,29.922132,0.0,1.0
20220303120753800,2022-03-03 12:07:53.900,50.935422,31.733028,0.0,1.0
20220303120819825,2022-03-03 12:08:20.325,50.72806,29.411538,0.0,1.0
